 (2.40310411204503e+00,-1.55337683364616e+00) (-1.49573640541701e+00,-2.06552186490152e-01) (-2.14760062247957e+00,2.03115863221538e-01) (2.11527272351104e+00,2.90721685051008e+00) (-9.44751669718352e-01,-3.84800130843134e+00) (2.14345014258154e+00,2.49702618137731e+00) (2.28839468904546e+00,-3.87274240423323e+00) (7.05340695731200e-01,2.13325314504474e+00) (3.08423460050281e+00,3.66754723517000e+00) (-2.42102072734163e-02,3.08767092377142e+00) (-2.11527272351104e+00,-2.90721685051008e+00) (3.87274240423323e+00,2.28839468904546e+00) (-1.14695953337088e-01,3.44072048102239e-02) (2.87488895154155e+00,9.95059990220576e-01) (-2.87488895154155e+00,-9.95059990220576e-01) (-1.61459630831460e+00,1.74224287521623e-01) (2.11870904677965e+00,-7.36120177386505e-01) (-9.66882571150073e-01,2.46469828240878e+00) (-1.38727023781965e+00,-7.65846013770231e-01) (-3.10221502203650e+00,-5.49896889287215e-02) (2.34603511727461e+00,-1.67619047867836e+00) (1.70508205437827e+00,2.87903943143958e+00) (-3.44072048102239e-02,-1.14695953337088e-01) (7.68448076355034e-01,-9.91623666951961e-01) (2.06552186490152e-01,-1.49573640541701e+00) (1.49988688531504e+00,-2.49358985810870e+00) (-6.73811850393336e-01,1.34474534131431e+00) (-3.05534302480289e+00,-3.13454292100503e+00) (3.22502866706870e+00,-2.07930584169497e-03) (7.86428497888728e-01,-4.60418121319324e+00) (3.08767092377142e+00,2.42102072734163e-02) (3.63521933620147e+00,2.60981132288072e-02)
 (1.49384849946162e+00,7.54100598920199e-01) (7.96625495425536e-01,-1.40181433608473e+00) (-2.17577804155007e+00,6.13306532354305e-01) (-2.43652086333828e+00,-1.37707324028284e+00) (3.13454292100503e+00,-3.05534302480289e+00) (-8.54265923654681e-01,-7.94737589470145e-01) (-7.36120177386505e-01,-2.11870904677965e+00) (1.43414223505326e+00,-2.31370721830608e+00) (6.22978573972177e-03,5.24886622469855e-01) (-1.14695953337088e-01,3.44072048102239e-02) (-1.49988688531504e+00,2.49358985810870e+00) (9.77079568686881e-01,7.37668594699729e-01) (1.55695588008546e+00,-2.37077621307650e+00) (-1.64277372738510e+00,5.84414956654390e-01) (3.14473991854184e+00,1.47023852305617e-01) (-7.54100598920199e-01,1.49384849946162e+00) (9.77079568686881e-01,7.37668594699729e-01) (-3.10221502203650e+00,-5.49896889287215e-02) (1.43414223505326e+00,-2.31370721830608e+00) (2.87903943143958e+00,-1.70508205437827e+00) (-9.66882571150073e-01,2.46469828240878e+00) (-3.90507030320176e+00,8.21938024686152e-01) (-3.14473991854184e+00,-1.47023852305617e-01) (2.08638114781113e+00,2.37421253634511e+00) (2.32390421584289e+00,4.63650911216177e+00) (-1.52462798111693e+00,-7.39556500655119e-01) (-3.11656249947134e+00,-5.57214521438384e-01) (1.35494233885112e+00,3.87617872750185e+00) (-2.87903943143958e+00,1.70508205437827e+00) (-3.81567340946282e+00,-2.16558104401326e+00) (-3.66754723517000e+00,3.08423460050281e+00) (-1.38727023781965e+00,-7.65846013770231e-01)
 (-1.49384849946162e+00,-7.54100598920199e-01) (-1.70851837764689e+00,7.64297596457007e-01) (5.49896889287215e-02,-3.10221502203650e+00) (-8.21938024686152e-01,-3.90507030320176e+00) (-6.45634431322833e-01,9.34554672181545e-01) (-3.08423460050281e+00,-3.66754723517000e+00) (-7.33518114801702e-01,-1.72306247591197e+00) (-5.49896889287215e-02,3.10221502203650e+00) (2.49358985810870e+00,1.49988688531504e+00) (-1.46755898634651e+00,-6.16742855622919e-01) (-2.13325314504474e+00,7.05340695731200e-01) (-1.74224287521623e-01,-1.61459630831460e+00) (-3.25735656603723e+00,3.11241201957331e+00) (-2.37421253634511e+00,2.08638114781113e+00) (7.54100598920199e-01,-1.49384849946162e+00) (2.52591775707723e+00,-1.61044582841658e+00) (2.49358985810870e+00,1.49988688531504e+00) (-1.52462798111693e+00,-7.39556500655119e-01) (-3.63521933620147e+00,-2.60981132288072e-02) (-2.90721685051008e+00,2.11527272351104e+00) (-2.90721685051008e+00,2.11527272351104e+00) (-2.35443762190066e-01,9.62732091252047e-01) (-7.39556500655119e-01,1.52462798111693e+00) (7.64297596457007e-01,1.70851837764689e+00) (-3.84800130843134e+00,9.44751669718352e-01) (-3.84800130843134e+00,9.44751669718352e-01) (-2.16558104401326e+00,3.81567340946282e+00) (1.40525065935334e+00,-2.84671153247105e+00) (-7.94737589470145e-01,8.54265923654681e-01) (9.91623666951961e-01,7.68448076355034e-01) (1.72306247591197e+00,-7.33518114801702e-01) (-2.08638114781113e+00,-2.37421253634511e+00)
 (1.46755898634651e+00,6.16742855622919e-01) (2.63621181260569e-01,-1.37292276038481e+00) (-3.22502866706870e+00,2.07930584169497e-03) (1.73740995334680e+00,-2.31293282292040e-01) (7.62409690501616e-01,2.25606679007694e+00) (7.64297596457007e-01,1.70851837764689e+00) (1.46755898634651e+00,6.16742855622919e-01) (3.66754723517000e+00,-3.08423460050281e+00) (2.06552186490152e-01,-1.49573640541701e+00) (-7.68448076355034e-01,9.91623666951961e-01) (-2.28839468904546e+00,3.87274240423323e+00) (-2.25606679007694e+00,7.62409690501616e-01) (2.93610842620999e+00,-1.58226840934607e+00) (5.49896889287215e-02,-3.10221502203650e+00) (2.25606679007694e+00,-7.62409690501616e-01) (-1.43414223505326e+00,2.31370721830608e+00) (-3.25735656603723e+00,3.11241201957331e+00) (2.25606679007694e+00,-7.62409690501616e-01) (1.43414223505326e+00,-2.31370721830608e+00) (7.07228601686591e-01,1.58570473261469e+00) (-3.87617872750185e+00,1.35494233885112e+00) (-1.52806430438554e+00,2.90378052724146e+00) (1.58570473261469e+00,-7.07228601686591e-01) (-3.84800130843134e+00,9.44751669718352e-01) (1.67619047867836e+00,2.34603511727461e+00) (1.52617639843015e+00,-2.35623211481142e+00) (-3.90507030320176e+00,8.21938024686152e-01) (-7.05340695731200e-01,-2.13325314504474e+00) (2.49358985810870e+00,1.49988688531504e+00) (7.68448076355034e-01,-9.91623666951961e-01) (-3.08423460050281e+00,-3.66754723517000e+00) (-2.87488895154155e+00,-9.95059990220576e-01)
 (2.37077621307650e+00,1.55695588008546e+00) (-7.68448076355034e-01,9.91623666951961e-01) (-1.72306247591197e+00,7.33518114801702e-01) (2.31293282292040e-01,1.73740995334680e+00) (1.46755898634651e+00,6.16742855622919e-01) (-2.16558104401326e+00,3.81567340946282e+00) (-3.84385082853332e+00,-1.75539037488050e+00) (2.13325314504474e+00,-7.05340695731200e-01) (7.94737589470145e-01,-8.54265923654681e-01) (-2.52591775707723e+00,1.61044582841658e+00) (-2.43652086333828e+00,-1.37707324028284e+00) (-2.03115863221538e-01,-2.14760062247957e+00) (3.44072048102239e-02,1.14695953337088e-01) (-7.39556500655119e-01,1.52462798111693e+00) (1.37707324028284e+00,-2.43652086333828e+00) (-4.63650911216177e+00,2.32390421584289e+00) (-1.75539037488050e+00,3.84385082853332e+00) (-2.49702618137731e+00,2.14345014258154e+00) (2.13325314504474e+00,-7.05340695731200e-01) (-3.05534302480289e+00,-3.13454292100503e+00) (6.73811850393336e-01,-1.34474534131431e+00) (-9.44751669718352e-01,-3.84800130843134e+00) (7.37668594699729e-01,-9.77079568686881e-01) (-2.32390421584289e+00,-4.63650911216177e+00) (6.41483951424807e-01,1.76558737241730e+00) (-1.55337683364616e+00,-2.40310411204503e+00) (1.72306247591197e+00,-7.33518114801702e-01) (3.87274240423323e+00,2.28839468904546e+00) (3.10221502203650e+00,5.49896889287215e-02) (-1.52462798111693e+00,-7.39556500655119e-01) (-1.40525065935334e+00,2.84671153247105e+00) (-9.77079568686881e-01,-7.37668594699729e-01)
 (-5.24886622469855e-01,6.22978573972177e-03) (-2.37077621307650e+00,-1.55695588008546e+00) (-3.11656249947134e+00,-5.57214521438384e-01) (2.37077621307650e+00,1.55695588008546e+00) (-3.84800130843134e+00,9.44751669718352e-01) (1.38727023781965e+00,7.65846013770231e-01) (1.43414223505326e+00,-2.31370721830608e+00) (1.37707324028284e+00,-2.43652086333828e+00) (-2.13325314504474e+00,7.05340695731200e-01) (-1.49384849946162e+00,-7.54100598920199e-01) (5.84414956654390e-01,1.64277372738510e+00) (-2.14760062247957e+00,2.03115863221538e-01) (-2.34603511727461e+00,1.67619047867836e+00) (-1.14695953337088e-01,3.44072048102239e-02) (-3.10221502203650e+00,-5.49896889287215e-02) (3.66754723517000e+00,-3.08423460050281e+00) (-3.08423460050281e+00,-3.66754723517000e+00) (-3.66754723517000e+00,3.08423460050281e+00) (3.81567340946282e+00,2.16558104401326e+00) (1.35494233885112e+00,3.87617872750185e+00) (-7.68448076355034e-01,9.91623666951961e-01) (-7.05340695731200e-01,-2.13325314504474e+00) (3.10221502203650e+00,5.49896889287215e-02) (-1.47023852305617e-01,3.14473991854184e+00) (5.57214521438384e-01,-3.11656249947134e+00) (-1.58570473261469e+00,7.07228601686591e-01) (2.87903943143958e+00,-1.70508205437827e+00) (-7.54100598920199e-01,1.49384849946162e+00) (-9.91623666951961e-01,-7.68448076355034e-01) (-3.08767092377142e+00,-2.42102072734163e-02) (-2.87488895154155e+00,-9.95059990220576e-01) (6.22978573972177e-03,5.24886622469855e-01)
 (8.21938024686152e-01,3.90507030320176e+00) (-9.95059990220576e-01,2.87488895154155e+00) (9.91623666951961e-01,7.68448076355034e-01) (-9.95059990220576e-01,2.87488895154155e+00) (-3.08767092377142e+00,-2.42102072734163e-02) (7.37668594699729e-01,-9.77079568686881e-01) (2.14760062247957e+00,-2.03115863221538e-01) (2.31370721830608e+00,1.43414223505326e+00) (-9.77079568686881e-01,-7.37668594699729e-01) (2.03115863221538e-01,2.14760062247957e+00) (-1.52617639843015e+00,2.35623211481142e+00) (1.61044582841658e+00,2.52591775707723e+00) (1.75539037488050e+00,-3.84385082853332e+00) (1.49384849946162e+00,7.54100598920199e-01) (1.76558737241730e+00,-6.41483951424807e-01) (1.40181433608473e+00,7.96625495425536e-01) (7.68448076355034e-01,-9.91623666951961e-01) (-2.35623211481142e+00,-1.52617639843015e+00) (4.60418121319324e+00,7.86428497888728e-01) (2.49358985810870e+00,1.49988688531504e+00) (9.44751669718352e-01,3.84800130843134e+00) (-1.02395156592049e+00,2.34188463737658e+00) (9.44751669718352e-01,3.84800130843134e+00) (6.45634431322833e-01,-9.34554672181545e-01) (-3.10221502203650e+00,-5.49896889287215e-02) (-5.24886622469855e-01,6.22978573972177e-03) (1.37292276038481e+00,2.63621181260569e-01) (-2.43652086333828e+00,-1.37707324028284e+00) (1.61459630831460e+00,-1.74224287521623e-01) (-1.72306247591197e+00,7.33518114801702e-01) (2.60981132288072e-02,-3.63521933620147e+00) (-2.87903943143958e+00,1.70508205437827e+00)
 (-2.43652086333828e+00,-1.37707324028284e+00) (2.43652086333828e+00,1.37707324028284e+00) (-2.84671153247105e+00,-1.40525065935334e+00) (-1.74224287521623e-01,-1.61459630831460e+00) (1.64277372738510e+00,-5.84414956654390e-01) (-3.13454292100503e+00,3.05534302480289e+00) (-2.46884876230681e+00,1.73325947344878e+00) (5.49896889287215e-02,-3.10221502203650e+00) (-3.10221502203650e+00,-5.49896889287215e-02) (2.31293282292040e-01,1.73740995334680e+00) (3.10221502203650e+00,5.49896889287215e-02) (-3.05534302480289e+00,-3.13454292100503e+00) (-7.37668594699729e-01,9.77079568686881e-01) (1.74224287521623e-01,1.61459630831460e+00) (9.91623666951961e-01,7.68448076355034e-01) (2.52591775707723e+00,-1.61044582841658e+00) (-1.49573640541701e+00,-2.06552186490152e-01) (2.40310411204503e+00,-1.55337683364616e+00) (-6.41483951424807e-01,-1.76558737241730e+00) (-2.34603511727461e+00,1.67619047867836e+00) (3.90507030320176e+00,-8.21938024686152e-01) (2.08638114781113e+00,2.37421253634511e+00) (2.42102072734163e-02,-3.08767092377142e+00) (1.61044582841658e+00,2.52591775707723e+00) (2.35623211481142e+00,1.52617639843015e+00) (-1.46755898634651e+00,-6.16742855622919e-01) (2.14760062247957e+00,-2.03115863221538e-01) (3.22502866706870e+00,-2.07930584169497e-03) (-3.87274240423323e+00,-2.28839468904546e+00) (-2.13325314504474e+00,7.05340695731200e-01) (6.73811850393336e-01,-1.34474534131431e+00) (2.40310411204503e+00,-1.55337683364616e+00)
 (-9.95059990220576e-01,2.87488895154155e+00) (2.90378052724146e+00,1.52806430438554e+00) (-6.16742855622919e-01,1.46755898634651e+00) (3.10221502203650e+00,5.49896889287215e-02) (2.93610842620999e+00,-1.58226840934607e+00) (-1.47023852305617e-01,3.14473991854184e+00) (-3.84800130843134e+00,9.44751669718352e-01) (3.66754723517000e+00,-3.08423460050281e+00) (-7.54100598920199e-01,1.49384849946162e+00) (2.03115863221538e-01,2.14760062247957e+00) (-2.08638114781113e+00,-2.37421253634511e+00) (2.49358985810870e+00,1.49988688531504e+00) (-1.47023852305617e-01,3.14473991854184e+00) (-1.49384849946162e+00,-7.54100598920199e-01) (1.35494233885112e+00,3.87617872750185e+00) (3.87274240423323e+00,2.28839468904546e+00) (3.87274240423323e+00,2.28839468904546e+00) (2.26617899601925e-02,8.11769169511267e-03) (-3.90507030320176e+00,8.21938024686152e-01) (2.25606679007694e+00,-7.62409690501616e-01) (-2.26617899601925e-02,-8.11769169511267e-03) (-3.05534302480289e+00,-3.13454292100503e+00) (-1.55695588008546e+00,2.37077621307650e+00) (-1.55695588008546e+00,2.37077621307650e+00) (1.49988688531504e+00,-2.49358985810870e+00) (-1.34474534131431e+00,-6.73811850393336e-01) (-1.64277372738510e+00,5.84414956654390e-01) (1.40525065935334e+00,-2.84671153247105e+00) (-2.49358985810870e+00,-1.49988688531504e+00) (-3.87617872750185e+00,1.35494233885112e+00) (2.03115863221538e-01,2.14760062247957e+00) (-2.32390421584289e+00,-4.63650911216177e+00)
 (-1.37292276038481e+00,-2.63621181260569e-01) (1.58226840934607e+00,2.93610842620999e+00) (-6.41483951424807e-01,-1.76558737241730e+00) (6.45634431322833e-01,-9.34554672181545e-01) (3.08767092377142e+00,2.42102072734163e-02) (-1.34474534131431e+00,-6.73811850393336e-01) (3.05534302480289e+00,3.13454292100503e+00) (-2.14760062247957e+00,2.03115863221538e-01) (2.07930584169497e-03,3.22502866706870e+00) (-2.16558104401326e+00,3.81567340946282e+00) (2.11527272351104e+00,2.90721685051008e+00) (-7.68448076355034e-01,9.91623666951961e-01) (1.49573640541701e+00,2.06552186490152e-01) (-1.52806430438554e+00,2.90378052724146e+00) (-3.87274240423323e+00,-2.28839468904546e+00) (-1.38727023781965e+00,-7.65846013770231e-01) (7.62409690501616e-01,2.25606679007694e+00) (-1.34474534131431e+00,-6.73811850393336e-01) (1.61044582841658e+00,2.52591775707723e+00) (5.57214521438384e-01,-3.11656249947134e+00) (2.52591775707723e+00,-1.61044582841658e+00) (2.49702618137731e+00,-2.14345014258154e+00) (-2.25606679007694e+00,7.62409690501616e-01) (-2.13325314504474e+00,7.05340695731200e-01) (-6.22978573972177e-03,-5.24886622469855e-01) (-2.28839468904546e+00,3.87274240423323e+00) (1.74224287521623e-01,1.61459630831460e+00) (2.90378052724146e+00,1.52806430438554e+00) (7.33518114801702e-01,1.72306247591197e+00) (-2.90378052724146e+00,-1.52806430438554e+00) (7.68448076355034e-01,-9.91623666951961e-01) (-1.74224287521623e-01,-1.61459630831460e+00)
